Date,Channel,Username,Message,Tag_owner
2023-01-28 22:43:51,sodapoppin ,blackpaisleyy,YESIDOTHINKSO,0
2023-01-28 22:43:51,sodapoppin ,ministerolaf,that was ruby,0
2023-01-28 22:43:51,sodapoppin ,dyeoxy,sodaYes,0
2023-01-28 22:43:53,sodapoppin ,guremdv,w PeepoWeird,0
2023-01-28 22:43:53,sodapoppin ,cosbert,I remember this room xdd,0
2023-01-28 22:43:53,sodapoppin ,niknip,NODDERS,0
2023-01-28 22:44:02,sodapoppin ,foreigngamer,havent had a save point in a while,0
2023-01-28 22:44:05,sodapoppin ,patosw,@Cosbert dunno why Kappa,0
2023-01-28 22:44:07,sodapoppin ,airgoose1,NotLikeThis,0
2023-01-28 22:44:08,sodapoppin ,0verflux,xdd,0
2023-01-28 22:44:08,sodapoppin ,85nocab,xdd,0
2023-01-28 22:44:09,sodapoppin ,wada_fuh,emoneyCry scary,0
2023-01-28 22:44:09,sodapoppin ,deusexmachinist,PepeLaugh THIS ONE,0
2023-01-28 22:44:14,sodapoppin ,macintoshplus21,ofc xdd,0
2023-01-28 22:44:19,sodapoppin ,deusexmachinist,PepeLaugh GOD THIS PART SUCKED IN THE ORIGINAL widepepOMEGAKEKHappyChampHands,0
2023-01-28 22:44:20,sodapoppin ,holdthewaterback,he said booby,0
2023-01-28 22:44:20,sodapoppin ,irndys,gremlin,0
2023-01-28 22:44:20,sodapoppin ,ailoops,actually that would be ok in Texas since is already out :),0
2023-01-28 22:44:21,sodapoppin ,yes_questionmarkk,xdd he said booby,0
2023-01-28 22:44:23,sodapoppin ,ghostsavant,WOOW thats great,0
2023-01-28 22:44:23,sodapoppin ,foreigngamer,PEPW,0
2023-01-28 22:44:24,sodapoppin ,fossabot,Sodapoppin's discord https://discord.gg/sodapoppin (Do sub not have to be to join),0
2023-01-28 22:44:26,sodapoppin ,bladecrusher,PepeLaugh,0
2023-01-28 22:44:29,sodapoppin ,fossabot,Thank you for subscribing with prime gaming for 4 months FerdaBerta meow MYAAA,0
2023-01-28 22:44:35,sodapoppin ,69kjone,BibleThump isek,0
2023-01-28 22:44:38,sodapoppin ,ihititraw,susJAM the vents,0
2023-01-28 22:44:40,sodapoppin ,blizzardtaint,Clueless,0
2023-01-28 22:44:40,sodapoppin ,foreigngamer,issac GIGACHAD,0
2023-01-28 22:44:47,sodapoppin ,nacchikins,yeah,0
2023-01-28 22:44:47,sodapoppin ,curiitas_,i hated this part PepeLaugh,0
2023-01-28 22:44:48,sodapoppin ,macintoshplus21,VeryPog,0
2023-01-28 22:44:49,sodapoppin ,embolia_,hooooly GIGACHAD,0
2023-01-28 22:44:51,sodapoppin ,skinerch,such attitude when she talks,0
2023-01-28 22:44:54,sodapoppin ,philifilly,time to take that shot GIGACHAD,0
2023-01-28 22:44:54,sodapoppin ,lavastar46,GIGACHAD,0
2023-01-28 22:44:55,sodapoppin ,papuling2,Isaac GIGACHAD,0
2023-01-28 22:44:56,sodapoppin ,gaavv,OH SHIT UR PLAYING DEADSPACE ! This game is fucking awesome!,0
2023-01-28 22:44:56,sodapoppin ,elillama_,this guy is a fucking GIGACHAD,0
2023-01-28 22:45:05,sodapoppin ,airgoose1,Is this the part that makes you feel ill NotLikeThis,0
2023-01-28 22:45:06,sodapoppin ,leagueenj0yer,i like this guy,0
2023-01-28 22:45:07,sodapoppin ,nacchikins,tbh what other option does he have,0
2023-01-28 22:45:09,sodapoppin ,macintoshplus21,manliest engineer GIGACHAD,0
2023-01-28 22:45:14,sodapoppin ,disasterrogue,GIGACHAD,0
2023-01-28 22:45:17,sodapoppin ,kaelrok1,GIGACHAD,0
2023-01-28 22:45:18,sodapoppin ,onthedg3,Isaac GIGACHAD,0
2023-01-28 22:45:22,sodapoppin ,drewj_el,is this 1 or 2?,0
2023-01-28 22:45:24,sodapoppin ,sosoomad,Doom guy engineer,0
2023-01-28 22:45:27,sodapoppin ,blackpaisleyy,WEAKEST MINER GIGACHAD,0
2023-01-28 22:45:27,sodapoppin ,foreigngamer,least manliest engineer GIGACHAD,0
2023-01-28 22:45:29,sodapoppin ,philifilly,engineers in chat? PauseChamp,0
2023-01-28 22:45:29,sodapoppin ,kaelrok1,an engineer worth his salary,0
2023-01-28 22:45:29,sodapoppin ,tomtoma17,TheVoices he is crazy,0
2023-01-28 22:45:30,sodapoppin ,death_dono,you still inside Ishimura ship?,0
2023-01-28 22:45:30,sodapoppin ,elillama_,@drewj_el 1,0
2023-01-28 22:45:32,sodapoppin ,0verflux,GIGACHAD,0
2023-01-28 22:45:32,sodapoppin ,fossabot,:backhand_index_pointing_right: Can't see doggoArrive or MEOW ? Install https://7tv.app/ (You can also just enable it in FFZ settings under addons),0
2023-01-28 22:45:32,sodapoppin ,wobakoff,@drewj_el remake of 1,0
2023-01-28 22:45:33,sodapoppin ,jaxtingsyou,How much longer do you think you have until completion?,0
2023-01-28 22:45:35,sodapoppin ,gayforcandy,"ya man, sending out a beacon to grab the alien tik tok obelisk, a true hero",0
2023-01-28 22:45:37,sodapoppin ,masker101,average day for an engineer,0
2023-01-28 22:45:40,sodapoppin ,dbarixx,true,0
2023-01-28 22:45:41,sodapoppin ,charmiee,TTours,0
2023-01-28 22:45:42,sodapoppin ,snoredge,Swag,0
2023-01-28 22:45:42,sodapoppin ,jayjaystar90,DansGame,0
2023-01-28 22:45:45,sodapoppin ,jimbo_cletus,@jaxtingsyou xdd,0
2023-01-28 22:45:48,sodapoppin ,0verflux,xdd,0
2023-01-28 22:45:49,sodapoppin ,foreigngamer,SHRUGGERS,0
2023-01-28 22:45:50,sodapoppin ,deusexmachinist,No?,0
2023-01-28 22:45:50,sodapoppin ,elillama_,AAAA dead,0
2023-01-28 22:45:50,sodapoppin ,coderhog,SHRUGGERS,0
2023-01-28 22:45:51,sodapoppin ,drewj_el,solid,0
2023-01-28 22:45:51,sodapoppin ,philifilly,let's find out xdd,0
2023-01-28 22:45:51,sodapoppin ,gray0ne_,test it,0
2023-01-28 22:45:54,sodapoppin ,deviousmod_,probably,0
2023-01-28 22:45:59,sodapoppin ,macintoshplus21,xdd,0
2023-01-28 22:46:01,sodapoppin ,irndys,HORSING,0
2023-01-28 22:46:02,sodapoppin ,soudro,xdd,0
2023-01-28 22:46:02,sodapoppin ,curiitas_,xdd find out thru rp,0
2023-01-28 22:46:03,sodapoppin ,papuling2,Did they confirm if they wil remake      Deadspace 2?,0
2023-01-28 22:46:07,sodapoppin ,masker101,xdd maybe,0
2023-01-28 22:46:09,sodapoppin ,deusexmachinist,unless your max difficulty it doesnt kill iirc @sodapoppin,1
2023-01-28 22:46:13,sodapoppin ,airgoose1,but you're not 100% sure?,0
2023-01-28 22:46:15,sodapoppin ,kozosayz,"shouldn't waste plasma ammo on those foes, just take pulse weapon and shoot the bubble",0
2023-01-28 22:46:19,sodapoppin ,bigbigbod,your armor will tank it Kappa,0
2023-01-28 22:46:21,sodapoppin ,fossabot,Thank you for subscribing with prime gaming for 4 months TheSenpapi meow MYAAA,0
2023-01-28 22:46:26,sodapoppin ,whtamidoinhre,on the easiest difficulty nothing can one shot you,0
2023-01-28 22:46:30,sodapoppin ,anyone90,@sodapoppin missed bench,1
2023-01-28 22:46:38,sodapoppin ,novacht,@whtamidoinhre He's on hard,0
2023-01-28 22:46:40,sodapoppin ,gray0ne_,Sussy,0
2023-01-28 22:46:53,sodapoppin ,foreigngamer,@whtamidoinhre too bad hes not on it,0
2023-01-28 22:46:58,sodapoppin ,deusexmachinist,@Novacht splodey bois dont one shot on hard,0
2023-01-28 22:46:58,sodapoppin ,0verflux,xdd 󠀀,0
2023-01-28 22:46:58,sodapoppin ,foreigngamer,:tf:,0
2023-01-28 22:47:01,sodapoppin ,kshpew1,xdd,0
2023-01-28 22:47:01,sodapoppin ,firegeek22,:tf:,0
2023-01-28 22:47:02,sodapoppin ,petghar,LUL,0
2023-01-28 22:47:03,sodapoppin ,deusexmachinist,they nearly oneshot you though,0
2023-01-28 22:47:03,sodapoppin ,rehgar_84,game looks amazing,0
2023-01-28 22:47:03,sodapoppin ,macintoshplus21,xdd,0
2023-01-28 22:47:04,sodapoppin ,curiitas_,xdd missed bench,0
2023-01-28 22:47:05,sodapoppin ,h0ud1n,xdd,0
2023-01-28 22:47:05,sodapoppin ,meyern3,xdd hehe,0
2023-01-28 22:47:06,sodapoppin ,supmydoot,Soda actually good at this game,0
2023-01-28 22:47:06,sodapoppin ,uselesskoala,hey guys what is sss,0
2023-01-28 22:47:06,sodapoppin ,philifilly,possible OneGuy ? PauseChamp,0
2023-01-28 22:47:07,sodapoppin ,gayforcandy,not caring sounds like the play,0
2023-01-28 22:47:07,sodapoppin ,11emsi,xdd,0
2023-01-28 22:47:08,sodapoppin ,cucubellator,is this a lidl calisto protocol?,0
2023-01-28 22:47:08,sodapoppin ,soudro,xdd,0
2023-01-28 22:47:09,sodapoppin ,charmiee,:tf:,0
2023-01-28 22:47:10,sodapoppin ,fossabot,"sodaH Chance's official merch store: https://www.sodapoppin.shop/ Discount codes: POOR, POOR10, 20, 25, 30, 35, 40 | Support: sodapoppin@teespring.com",0
2023-01-28 22:47:13,sodapoppin ,snoredge,xdd missed ruby,0
2023-01-28 22:47:14,sodapoppin ,artie_the1man_party,@sodapoppin Will you and veibae ever finish Devil in Me?,1
2023-01-28 22:47:15,sodapoppin ,pattiiiiiiii,xdd missed legendary bench,0
2023-01-28 22:47:18,sodapoppin ,lt_sharp,Check map?,0
2023-01-28 22:47:19,sodapoppin ,polarmonke,xdd,0
2023-01-28 22:47:19,sodapoppin ,foreigngamer,@cucubellator yeah this is a callisto protocol rip off,0
2023-01-28 22:47:20,sodapoppin ,elillama_,@cucubellator yes xdd,0
2023-01-28 22:47:20,sodapoppin ,dbarixx,doin a lilttle xdd,0
2023-01-28 22:47:23,sodapoppin ,spinney,missed super soaker 5000 PepeLaugh,0
2023-01-28 22:47:23,sodapoppin ,novacht,@DeusExMachinist HUH I didnt say they did....i was just telling them what difficulty he was on,0
2023-01-28 22:47:24,sodapoppin ,eonsteams,Dead pool let the bodies hit the floor,0
2023-01-28 22:47:24,sodapoppin ,marlquez,xdd,0
2023-01-28 22:47:26,sodapoppin ,toatsnotreal,@cucubellator calisto protocol is lidl dead space,0
2023-01-28 22:47:28,sodapoppin ,macintoshplus21,legendary shotgun xdd,0
2023-01-28 22:47:28,sodapoppin ,thegungus,@cucubellator Blasphemous DansGame,0
2023-01-28 22:47:34,sodapoppin ,pidd_,PepeLaugh,0
2023-01-28 22:47:37,sodapoppin ,gray0ne_,SNIFFA,0
2023-01-28 22:47:37,sodapoppin ,nacchikins,monkaW,0
2023-01-28 22:47:38,sodapoppin ,gayforcandy,ROFL,0
2023-01-28 22:47:40,sodapoppin ,0verflux,OMEGALUL,0
2023-01-28 22:47:40,sodapoppin ,h0ud1n,Aware,0
2023-01-28 22:47:40,sodapoppin ,shovel_knight25,peepoS,0
2023-01-28 22:47:40,sodapoppin ,foreigngamer,found him xdd,0
2023-01-28 22:47:41,sodapoppin ,firegeek22,SNIFFA,0
2023-01-28 22:47:41,sodapoppin ,macintoshplus21,xdd,0
2023-01-28 22:47:41,sodapoppin ,fossabot,Make sure to follow the stream! :),0
2023-01-28 22:47:41,sodapoppin ,sotoah,sodaSneeze,0
2023-01-28 22:47:42,sodapoppin ,weedismysin,emoneySwag,0
2023-01-28 22:47:42,sodapoppin ,lexius72,@cucubellator Bruh moment,0
2023-01-28 22:47:43,sodapoppin ,niknip,SNIFFA,0
2023-01-28 22:47:43,sodapoppin ,milkyeti,OMEGALUL,0
2023-01-28 22:47:44,sodapoppin ,oxykittenn,i jumped ngl,0
2023-01-28 22:47:44,sodapoppin ,marlsweetie,LUL,0
2023-01-28 22:47:47,sodapoppin ,bladecrusher,LULW i jumped,0
2023-01-28 22:47:47,sodapoppin ,huntersmia,he tried to catch u slippin,0
2023-01-28 22:47:49,sodapoppin ,lavastar46,SNIFFA,0
2023-01-28 22:47:49,sodapoppin ,cucubellator,why are you malding chat? xdd,0
2023-01-28 22:47:50,sodapoppin ,leagueenj0yer,the jumpscares,0
2023-01-28 22:47:54,sodapoppin ,macintoshplus21,sup bruh xdd,0
2023-01-28 22:47:55,sodapoppin ,bennisfsk,i came LULW,0
2023-01-28 22:47:59,sodapoppin ,skateboardpunker334,wut did he smell like?,0
2023-01-28 22:48:00,sodapoppin ,letsflashbang,SMASHED,0
2023-01-28 22:48:01,sodapoppin ,philifilly,typical gamer xdd,0
2023-01-28 22:48:02,sodapoppin ,lavastar46,xdd,0
2023-01-28 22:48:03,sodapoppin ,spinney,LUL,0
2023-01-28 22:48:03,sodapoppin ,elillama_,@cucubellator easiest bait of your life xdd,0
2023-01-28 22:48:04,sodapoppin ,deusexmachinist,Aware,0
2023-01-28 22:48:05,sodapoppin ,0verflux,xdd,0
2023-01-28 22:48:05,sodapoppin ,h0ud1n,OMEGALUL2,0
2023-01-28 22:48:06,sodapoppin ,soudro,xdd,0
2023-01-28 22:48:06,sodapoppin ,daffaq_,so many ppl baited on lidl calisto protocol,0
